TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
Golden State Warriors,2014,82,67,15,0.817,48.1,110.0,41.6,87.0,47.8,10.8,27.0,39.8,16.0,20.8,76.8,10.4,34.3,44.7,27.4,14.5,9.3,6.0,3.6,19.9,18.8,10.1,65.9,1.9,19.7,100.4,70.3,54.0,9.9,110.4,27.3,99.28,56.9,"8,170",49.8,14.5,57.1
Atlanta Hawks,2014,82,60,22,0.732,48.1,102.5,38.1,81.7,46.6,10.0,26.2,38.0,16.5,21.2,77.8,8.7,31.8,40.6,25.7,14.2,9.1,4.6,4.9,17.8,19.6,5.4,67.6,1.81,19.5,102.3,69.7,52.7,5.9,108.2,26.4,94.66,54.0,"7,775",48.7,15.0,56.3
Houston Rockets,2014,82,56,26,0.683,48.3,103.9,37.0,83.3,44.4,11.4,32.7,34.8,18.6,26.0,71.5,11.7,32.0,43.7,22.2,16.7,9.5,5.0,5.3,22.0,21.1,3.4,60.0,1.33,16.5,102.6,68.6,51.2,3.4,106.0,30.5,97.36,50.9,"8,037",49.6,17.0,54.8
Los Angeles Clippers,2014,82,56,26,0.683,48.1,106.7,39.4,83.3,47.3,10.1,26.9,37.6,17.9,25.2,71.0,9.6,33.1,42.6,24.8,12.3,7.8,5.0,3.0,21.3,21.5,6.6,62.9,2.01,18.7,104.7,71.6,53.3,6.9,111.6,27.2,95.4,54.0,"7,844",49.7,12.9,56.5
Memphis Grizzlies,2014,82,55,27,0.671,48.5,98.3,37.8,82.5,45.8,5.2,15.2,33.9,17.6,22.8,77.3,10.4,32.1,42.6,21.7,13.3,8.5,4.2,5.2,19.1,20.3,3.2,57.4,1.62,16.9,101.2,71.6,48.9,3.5,104.8,28.8,92.82,53.0,"7,696",50.3,14.2,53.1
San Antonio Spurs,2014,82,55,27,0.671,48.7,103.2,39.1,83.6,46.8,8.3,22.5,36.7,16.7,21.4,78.0,9.8,33.8,43.6,24.4,14.0,8.0,5.4,4.4,19.1,19.7,6.2,62.3,1.75,18.4,101.4,73.0,51.7,6.3,107.6,27.2,94.45,54.5,"7,860",50.7,14.6,55.5
Cleveland Cavaliers,2014,82,53,29,0.646,48.2,103.1,37.7,82.2,45.8,10.1,27.5,36.7,17.7,23.6,75.1,11.1,31.9,43.0,22.1,14.3,7.4,4.1,4.5,18.4,20.5,4.5,58.7,1.55,17.1,105.3,71.1,52.0,4.8,110.1,31.1,93.23,51.4,"7,682",51.3,15.2,55.7
Portland Trail Blazers,2014,82,51,31,0.622,48.4,102.8,38.7,86.0,45.0,9.8,27.2,36.2,15.5,19.4,80.1,10.7,35.1,45.9,21.9,13.6,6.4,4.5,3.6,18.2,18.7,4.2,56.7,1.61,16.8,102.8,72.8,50.8,4.3,107.1,28.2,95.06,52.2,"7,868",51.0,14.2,54.4
Chicago Bulls,2014,82,50,32,0.61,48.5,100.8,36.6,82.9,44.2,7.9,22.3,35.3,19.7,25.2,78.3,11.7,34.0,45.7,21.7,14.0,6.3,5.8,5.4,18.2,21.2,3.0,59.3,1.56,16.6,103.3,70.9,48.9,3.0,106.3,31.2,93.8,52.9,"7,775",51.6,14.7,53.6
Dallas Mavericks,2014,82,50,32,0.61,48.5,105.2,39.7,85.8,46.3,8.9,25.4,35.2,16.9,22.5,75.2,10.5,31.8,42.3,22.5,13.0,8.1,4.5,3.8,20.0,22.1,2.9,56.7,1.74,17.0,104.9,68.1,51.5,3.2,108.2,26.9,96.4,52.1,"7,976",47.7,13.3,55.0
Toronto Raptors,2014,82,49,33,0.598,48.4,104.0,37.9,83.3,45.5,8.9,25.1,35.2,19.3,24.6,78.7,10.7,30.8,41.5,20.7,12.9,7.5,4.4,5.0,20.9,20.3,3.1,54.7,1.61,16.1,107.1,68.9,50.8,3.1,110.2,30.1,93.46,50.6,"7,736",49.4,13.7,55.3
Washington Wizards,2014,82,46,36,0.561,48.7,98.5,38.3,82.8,46.2,6.1,16.8,36.0,15.9,21.4,74.2,10.5,34.2,44.7,24.0,15.0,7.3,4.6,4.3,20.8,19.6,0.7,62.7,1.6,18.1,102.4,72.6,49.9,0.6,103.0,28.8,94.29,52.5,"7,844",51.4,15.7,53.4
New Orleans Pelicans,2014,82,45,37,0.549,48.2,99.4,37.9,82.9,45.7,7.1,19.3,37.0,16.4,21.8,75.1,11.5,32.0,43.5,22.0,13.3,6.7,6.2,5.8,18.7,18.7,0.8,58.1,1.66,17.1,106.3,71.2,50.1,0.8,107.1,30.9,92.29,50.8,"7,608",51.1,14.3,53.7
Oklahoma City Thunder,2014,82,45,37,0.549,48.4,104.0,38.8,86.8,44.7,7.7,22.7,33.9,18.6,24.6,75.4,12.8,34.7,47.5,20.5,14.7,7.3,5.5,4.6,22.3,20.4,2.2,52.8,1.4,15.3,104.6,73.0,49.2,2.1,106.7,31.8,96.61,50.5,"7,988",52.4,15.1,53.2
Milwaukee Bucks,2014,82,41,41,0.5,48.6,97.8,37.6,82.0,45.9,6.6,18.3,36.3,16.0,21.1,75.7,10.7,31.4,42.1,23.6,16.7,9.6,4.9,4.8,22.1,20.1,0.4,62.7,1.41,17.8,101.4,68.6,49.9,0.6,102.0,29.0,94.82,51.1,"7,867",49.1,17.5,53.6
Boston Celtics,2014,82,40,42,0.488,48.5,101.4,38.9,87.9,44.3,8.0,24.6,32.7,15.4,20.5,75.4,11.1,32.7,43.8,24.5,13.8,8.2,3.6,5.3,21.2,18.8,0.2,62.9,1.77,18.0,103.5,71.0,48.9,0.3,103.8,28.9,96.71,49.8,"8,007",49.5,14.2,52.3
Phoenix Suns,2014,82,39,43,0.476,48.5,102.4,38.8,85.8,45.2,8.5,25.0,34.1,16.4,21.5,76.0,10.9,32.2,43.2,20.2,15.1,8.5,4.7,4.1,21.3,20.3,-0.9,52.2,1.34,15.4,105.3,69.8,50.1,-1.1,104.2,28.1,97.2,49.1,"8,058",48.9,15.4,53.7
Brooklyn Nets,2014,82,38,44,0.463,48.6,98.0,37.4,83.0,45.1,6.6,19.9,33.1,16.6,22.2,74.8,10.3,32.0,42.4,20.9,13.8,7.0,4.1,4.5,19.3,20.0,-2.9,55.9,1.51,16.3,106.3,70.1,49.1,-3.0,103.4,27.8,93.69,48.0,"7,777",49.1,14.6,52.9
Indiana Pacers,2014,82,38,44,0.463,48.4,97.3,36.6,83.2,43.9,7.5,21.2,35.2,16.7,22.2,75.6,10.4,34.4,44.9,21.4,14.0,6.2,4.6,4.7,21.2,21.4,0.3,58.6,1.53,16.6,102.7,73.5,48.4,0.2,102.9,28.6,93.67,50.5,"7,753",51.1,14.8,52.3
Utah Jazz,2014,82,38,44,0.463,48.1,95.1,35.4,79.2,44.7,7.4,21.7,34.3,17.0,23.5,72.1,12.0,31.9,44.0,19.9,15.3,7.6,6.0,4.7,19.3,19.6,0.2,56.3,1.3,15.8,104.1,71.5,49.4,0.1,104.2,33.2,91.1,50.7,"7,486",52.4,16.8,53.1
Miami Heat,2014,82,37,45,0.451,48.1,94.7,35.2,77.2,45.6,6.8,20.2,33.5,17.5,23.7,74.1,9.1,30.0,39.1,19.8,14.8,7.8,4.5,4.4,20.0,20.9,-2.6,56.4,1.34,16.1,106.1,68.7,50.0,-3.0,103.2,28.4,91.49,49.2,"7,526",48.9,16.1,54.0
Charlotte Hornets,2014,82,33,49,0.402,48.5,94.2,35.5,84.5,42.0,6.1,19.1,31.8,17.0,22.8,74.8,10.0,34.1,44.1,20.2,11.9,6.1,5.5,5.4,18.2,20.8,-3.2,56.8,1.69,15.8,103.0,74.6,45.6,-3.4,99.6,27.0,93.45,48.2,"7,753",50.2,12.6,49.8
Detroit Pistons,2014,82,32,50,0.39,48.4,98.5,37.1,85.8,43.2,8.6,24.9,34.4,15.8,22.4,70.3,12.8,32.1,44.9,21.6,13.4,7.6,4.7,4.8,19.0,19.3,-1.0,58.2,1.61,16.4,105.4,71.2,48.2,-1.1,104.3,31.6,93.68,47.8,"7,741",50.5,14.2,51.5
Denver Nuggets,2014,82,30,52,0.366,48.5,101.5,37.8,87.3,43.3,8.0,24.8,32.5,17.8,24.3,73.4,12.3,32.4,44.7,21.8,14.2,7.8,4.5,6.1,23.0,20.7,-3.5,57.7,1.53,16.2,107.1,70.0,47.9,-3.3,103.9,30.3,96.87,46.5,"8,011",49.4,14.6,51.8
Sacramento Kings,2014,82,29,53,0.354,48.4,101.3,36.7,80.7,45.5,5.6,16.5,34.1,22.3,29.3,76.2,10.9,33.3,44.2,20.3,16.3,6.7,4.0,6.2,20.7,23.9,-3.7,55.4,1.25,15.5,108.2,71.5,49.0,-3.7,104.5,31.3,96.16,48.5,"7,952",51.9,16.8,54.2
Orlando Magic,2014,82,25,57,0.305,48.2,95.7,37.5,82.8,45.3,6.8,19.5,34.7,13.9,19.1,72.9,10.0,31.8,41.8,20.6,14.9,7.9,3.8,5.4,20.9,17.9,-5.7,55.0,1.39,16.2,106.8,71.6,49.4,-5.9,101.0,26.9,94.51,45.5,"7,773",49.1,15.7,52.4
Los Angeles Lakers,2014,82,21,61,0.256,48.6,98.5,37.2,85.6,43.5,6.5,18.9,34.4,17.5,23.6,74.1,11.6,32.3,43.9,20.9,13.2,7.0,4.5,4.8,21.2,19.4,-6.8,56.2,1.58,15.9,109.4,72.0,47.3,-7.1,102.3,29.0,95.03,45.0,"7,892",49.7,13.8,51.3
Philadelphia 76ers,2014,82,18,64,0.22,48.3,92.0,33.7,82.6,40.8,8.4,26.3,32.0,16.1,23.8,67.6,11.9,30.9,42.9,20.5,17.7,9.6,5.9,5.5,21.7,20.2,-9.0,60.9,1.16,15.5,103.9,68.6,45.9,-9.0,94.9,29.3,96.45,42.6,"7,950",48.0,18.3,49.4
New York Knicks,2014,82,17,65,0.207,48.4,91.9,35.1,82.0,42.8,6.8,19.7,34.7,14.8,19.2,76.9,10.6,29.8,40.4,21.3,14.7,7.0,4.7,4.3,21.6,19.1,-9.3,60.6,1.45,16.7,109.0,69.1,47.0,-10.1,98.9,28.9,92.06,44.1,"7,618",48.4,15.8,50.8
Minnesota Timberwolves,2014,82,16,66,0.195,48.3,97.8,36.4,83.2,43.8,5.0,14.9,33.2,20.0,25.7,77.6,11.6,29.3,40.9,21.6,15.0,8.1,4.0,5.5,19.2,21.4,-8.8,59.3,1.44,16.3,110.9,68.2,46.8,-9.1,101.8,31.1,95.45,45.3,"7,873",48.9,15.6,51.7
